%  columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=651053, Thu Jun 15 14:48:12 2017
0 0 0.0 0 0 0.0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 11 -0.014207928873 -1.74890481565e-06 0.000222674099198 0.0123211849156 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 22 -0.0454481116463 -0.000529938256559 8.25991067622e-05 0.049383744107 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 33 -0.0500570803359 -0.000426437555163 8.59134347094e-05 0.0652733586643 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 44 -0.0588785668332 -0.000195164247212 0.000298901363495 0.0648829167175 0.933972420957 0.949476761045 0.951294492991 0.967716662551 0.973563607104 0.98098049488 0.985084948049 0.994781449714 0.99868629578 1.00620592122 1.02823739121 1.04144121812 1.05232054497 1.1205115723
5 55 -0.0670757404707 -0.000106086007375 0.00151903386553 0.0708820812915 0.933972420957 0.949476761045 0.951294492991 0.967716662551 0.973563607104 0.98098049488 0.985084948049 0.994781449714 0.99868629578 1.00620592122 1.02823739121 1.04144121812 1.05232054497 1.1205115723
6 66 -0.0952116272078 -0.00233315548255 0.00185298837004 0.0713185693862 0.906262722769 0.929271524842 0.944627842403 0.954623792462 0.961222252548 0.969729574493 0.991594025607 1.00073378452 1.00678643652 1.01190562012 1.03251041578 1.06097242439 1.06396954986 1.14066652414
7 77 -0.103326425208 -0.000399246498055 0.00117380808645 0.0834067493289 0.906262722769 0.929271524842 0.944627842403 0.954623792462 0.961222252548 0.969729574493 0.991594025607 1.00073378452 1.00678643652 1.01190562012 1.03251041578 1.06097242439 1.06396954986 1.14066652414
8 88 -0.101921291988 -0.00535428983272 0.000517847378912 0.0865173207676 0.88970767461 0.921477662609 0.927405322192 0.941863318853 0.945827726982 0.959730279309 0.986822099105 1.00107157362 1.01931991979 1.02289955489 1.03472156395 1.0621485463 1.1006846264 1.15101089686
9 99 -0.142457025362 -0.00092290732632 0.00401261388281 0.124904104652 0.88970767461 0.921477662609 0.927405322192 0.941863318853 0.945827726982 0.959730279309 0.986822099105 1.00107157362 1.01931991979 1.02289955489 1.03472156395 1.0621485463 1.1006846264 1.15101089686
10 110 -0.158548337296 -0.00137193438409 0.000813171800306 0.143667080128 0.852334737907 0.897941741869 0.910132601603 0.912481113312 0.938286568384 0.946221342808 0.982531239539 0.989725741233 0.999092690768 1.01645839867 1.03705271533 1.0896809003 1.11208979628 1.24684457724
11 121 -0.139917959929 -0.000611334949734 0.000853291701929 0.13399937235 0.852334737907 0.897941741869 0.910132601603 0.912481113312 0.938286568384 0.946221342808 0.982531239539 0.989725741233 0.999092690768 1.01645839867 1.03705271533 1.0896809003 1.11208979628 1.24684457724
12 132 -0.1464438076 -0.00177645662597 0.000919592097491 0.133363999364 0.858494539888 0.894375273485 0.905716893888 0.916862699876 0.930153448454 0.948788281102 0.985187667461 0.989374695654 1.00265825843 1.02546797866 1.03195447335 1.07939703167 1.11310361976 1.24953679838
13 143 -0.149621901495 -0.000545423162381 0.00242465416457 0.155484293464 0.858494539888 0.894375273485 0.905716893888 0.916862699876 0.930153448454 0.948788281102 0.985187667461 0.989374695654 1.00265825843 1.02546797866 1.03195447335 1.07939703167 1.11310361976 1.24953679838
14 154 -0.150197149637 -0.00141545947315 0.000342836908401 0.154535875003 0.84822941064 0.881518225129 0.884573330177 0.917648048492 0.920766311082 0.943053395891 0.969645607956 0.992153732094 1.00135207216 1.01895437988 1.0393214031 1.08145147963 1.14267122284 1.27308476628
