% # iter+eval+sigma+0+fitness+xbest, seed=651053, Thu Jun 15 14:48:12 2017
1 11 0.224635656375 0 0.142050611915 0.413213988209 0.449482021551 0.684895636749 0.394660706214 0.410263254268 0.335067238413 0.590045419525 0.429104204292 0.274187626658 0.635463923285 0.297447170816 0.369884826877 0.842733695517 0.30325101254
2 22 0.224098652671 0 0.0367026242101 0.549818308546 0.299329788552 0.992182812886 0.0115200297095 0.385158882715 0.470076335374 0.695509389113 0.360597902951 0.305981312601 0.776842541896 0.0763454927776 0.0841825611575 0.597507211151 0.0466572977603
3 33 0.209354391906 0 0.0312715602841 0.661198431767 0.280426130818 0.69349616633 0.294085524839 0.381382326072 0.733327913147 0.423605470665 0.398247155835 0.188698222855 0.431033575126 0.179957216563 0.156639676171 0.539853359432 0.202244710552
4 44 0.195302156724 0 0.0444718895642 0.918800992248 0.595328848058 0.962900411125 0.295208025978 0.345244822002 0.504609026446 0.831097513441 0.370832456008 0.462436131738 0.154641824175 0.274648936494 0.112321739181 0.324134903522 0.262556872812
5 55 0.188143926638 0 0.0973794020703 0.533184525047 0.440674284787 0.81784967886 0.256576504196 0.389862048169 0.0154546641191 0.486814577905 0.708474014483 0.67087923758 0.373023093092 0.552033395597 0.123657005653 0.0986218101329 0.0862769371341
6 66 0.182305431907 0 0.0462632512344 0.75218330862 0.357885554115 0.826026038056 0.104798222855 0.327194880569 0.601014638274 0.959320677611 0.411160241754 0.707936385395 0.333716803735 0.36450907594 0.0449775302704 0.0810428361259 0.134528878979
7 77 0.181700127349 0 0.0652173497216 0.719724373523 0.200731229014 0.782223515705 0.303721790741 0.368697701026 0.688745480096 0.370407632589 0.577830168617 0.804865867636 0.437712560858 0.403837888924 0.129904334515 0.176600482956 0.045643308666
8 88 0.181481651742 0 10000000000000 0.756548422457 0.373362338057 0.719915069476 0.617333330611 0.214900401804 0.668482437709 0.516040404374 0.647551587874 1.01404041882 0.411978656413 0.217741360418 0.126094347868 0.315043776216 0.188339074651
9 99 0.193553689163 0 10000000000000 0.533880639012 0.53621556185 1.07938500876 0.371104921323 0.101319979304 0.618846315749 0.411930052035 0.240713704615 0.935002859468 0.868108802196 -0.0421226457783 -0.203914059366 0.341705296832 0.132987147552
10 110 0.198946331553 0 10000000000000 0.587340521496 0.579912265212 0.935712224217 0.6448483128 0.0785200516092 0.570708180189 0.262301500114 0.501580030115 0.892826775978 0.607534812687 0.172701007568 -0.197183960309 0.427543621804 0.362981922175
