% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=651053, Thu Jun 15 14:48:12 2017
1 11 0.224635656375 1.00004642965 0.142050611915 1.4205061191529667e-01 1e+13 1e+13   
2 22 0.224098652671 1.08309216011 0.0367026242101 3.6702624210131783e-02 1.18134895557 1e+13   
3 33 0.209354391906 1.18014651462 0.0312715602841 3.1271560284089776e-02 1e+13 1e+13   
4 44 0.195302156724 1.22144166783 0.0312715602841 4.4471889564201998e-02 1e+13 1e+13   
5 55 0.188143926638 1.25839674541 0.0312715602841 9.7379402070298327e-02 1.21763623823 1e+13   
6 66 0.182305431907 1.25011877451 0.0312715602841 4.6263251234440014e-02 1.10931398759 1e+13   
7 77 0.181700127349 1.27508145741 0.0312715602841 6.5217349721553491e-02 1e+13 1e+13   
8 88 0.181481651742 1.32427006135 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
9 99 0.193553689163 1.36910085495 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
10 110 0.198946331553 1.45147846866 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
11 121 0.191406148808 1.47053266963 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
12 132 0.172224173216 1.47819765609 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
13 143 0.160541768301 1.49111399455 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
14 154 0.156283434238 1.53671614909 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
15 165 0.153162222602 1.51110358557 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
16 176 0.152261003228 1.51651576521 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
17 187 0.153071300851 1.53297171638 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
18 198 0.156373113519 1.59062005043 0.0312715602841 4.3189779606039060e+01 1e+13 1e+13   
19 209 0.148163571592 1.64111127364 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
20 220 0.144563072988 1.64769262155 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
21 231 0.147552878798 1.67234980055 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
22 242 0.148672874671 1.70726129187 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
23 253 0.156887355333 1.74389858364 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
24 264 0.164557714323 1.75818932973 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
25 275 0.164456129067 1.75890560513 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
26 286 0.166443396062 1.78685408918 0.0312715602841 1.0000000000000000e+13 10000000000000 10000000000000   
27 297 0.166837447572 1.76081783714 0.0312715602841 2.7312836496749039e+01 1e+13 1e+13   
28 308 0.171557301606 1.74504660351 0.0312715602841 2.7231240009464980e+01 1e+13 1e+13   
29 319 0.169318241517 1.79035452385 0.0312715602841 2.7229767399051230e+01 1e+13 1e+13   
30 330 0.167823494609 1.80532997853 0.0312715602841 2.4327411375984191e+01 1e+13 1e+13   
31 341 0.161324999643 1.85032118176 0.0312715602841 2.4646239070328293e+00 1e+13 1e+13   
32 352 0.162119423299 1.8681298709 0.0312715602841 7.9234061766431829e-02 1e+13 1e+13   
33 363 0.158106709796 1.85618539682 0.0158097019652 1.5809701965184941e-02 1.01148941399 1e+13   
